,Path,Gender,Age,Ethnicity,Facial Emotion,Identity
32,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000032.jpg,1,-100.0,-100.0,-100.0,-100.0
33,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000033.jpg,1,-100.0,-100.0,-100.0,-100.0
35,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000035.jpg,1,-100.0,-100.0,-100.0,-100.0
36,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000036.jpg,1,-100.0,-100.0,-100.0,-100.0
37,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000037.jpg,1,-100.0,-100.0,-100.0,-100.0
38,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000038.jpg,1,-100.0,-100.0,-100.0,-100.0
40,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000040.jpg,1,-100.0,-100.0,-100.0,-100.0
43,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000043.jpg,1,-100.0,-100.0,-100.0,-100.0
44,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000044.jpg,1,-100.0,-100.0,-100.0,-100.0
45,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000045.jpg,1,-100.0,-100.0,-100.0,-100.0
46,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000046.jpg,1,-100.0,-100.0,-100.0,-100.0
47,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000047.jpg,1,-100.0,-100.0,-100.0,-100.0
48,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000048.jpg,1,-100.0,-100.0,-100.0,-100.0
49,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000049.jpg,1,-100.0,-100.0,-100.0,-100.0
50,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000050.jpg,1,-100.0,-100.0,-100.0,-100.0
51,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000051.jpg,1,-100.0,-100.0,-100.0,-100.0
52,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000052.jpg,1,-100.0,-100.0,-100.0,-100.0
53,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000053.jpg,1,-100.0,-100.0,-100.0,-100.0
54,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000054.jpg,1,-100.0,-100.0,-100.0,-100.0
55,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000055.jpg,1,-100.0,-100.0,-100.0,-100.0
56,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000056.jpg,1,-100.0,-100.0,-100.0,-100.0
57,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000057.jpg,1,-100.0,-100.0,-100.0,-100.0
59,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000059.jpg,1,-100.0,-100.0,-100.0,-100.0
60,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000060.jpg,1,-100.0,-100.0,-100.0,-100.0
61,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000061.jpg,1,-100.0,-100.0,-100.0,-100.0
62,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000062.jpg,1,-100.0,-100.0,-100.0,-100.0
63,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000063.jpg,1,-100.0,-100.0,-100.0,-100.0
65,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000065.jpg,1,-100.0,-100.0,-100.0,-100.0
66,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000066.jpg,1,-100.0,-100.0,-100.0,-100.0
67,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000067.jpg,1,-100.0,-100.0,-100.0,-100.0
68,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000068.jpg,1,-100.0,-100.0,-100.0,-100.0
69,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000069.jpg,1,-100.0,-100.0,-100.0,-100.0
71,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000071.jpg,1,-100.0,-100.0,-100.0,-100.0
72,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000072.jpg,1,-100.0,-100.0,-100.0,-100.0
74,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000074.jpg,1,-100.0,-100.0,-100.0,-100.0
75,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000075.jpg,1,-100.0,-100.0,-100.0,-100.0
76,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000076.jpg,1,-100.0,-100.0,-100.0,-100.0
77,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000077.jpg,1,-100.0,-100.0,-100.0,-100.0
79,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000079.jpg,1,-100.0,-100.0,-100.0,-100.0
80,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000080.jpg,1,-100.0,-100.0,-100.0,-100.0
81,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000081.jpg,1,-100.0,-100.0,-100.0,-100.0
82,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000082.jpg,1,-100.0,-100.0,-100.0,-100.0
83,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000083.jpg,1,-100.0,-100.0,-100.0,-100.0
85,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000085.jpg,1,-100.0,-100.0,-100.0,-100.0
86,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000086.jpg,1,-100.0,-100.0,-100.0,-100.0
87,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000087.jpg,1,-100.0,-100.0,-100.0,-100.0
88,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000088.jpg,1,-100.0,-100.0,-100.0,-100.0
89,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000089.jpg,1,-100.0,-100.0,-100.0,-100.0
90,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000090.jpg,1,-100.0,-100.0,-100.0,-100.0
91,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000091.jpg,1,-100.0,-100.0,-100.0,-100.0
92,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000092.jpg,1,-100.0,-100.0,-100.0,-100.0
94,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000094.jpg,1,-100.0,-100.0,-100.0,-100.0
96,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000096.jpg,1,-100.0,-100.0,-100.0,-100.0
97,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000097.jpg,1,-100.0,-100.0,-100.0,-100.0
98,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000098.jpg,1,-100.0,-100.0,-100.0,-100.0
99,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000099.jpg,1,-100.0,-100.0,-100.0,-100.0
100,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000100.jpg,1,-100.0,-100.0,-100.0,-100.0
102,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000102.jpg,1,-100.0,-100.0,-100.0,-100.0
103,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000103.jpg,1,-100.0,-100.0,-100.0,-100.0
104,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000104.jpg,1,-100.0,-100.0,-100.0,-100.0
105,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000105.jpg,1,-100.0,-100.0,-100.0,-100.0
106,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000106.jpg,1,-100.0,-100.0,-100.0,-100.0
107,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000107.jpg,1,-100.0,-100.0,-100.0,-100.0
108,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000108.jpg,1,-100.0,-100.0,-100.0,-100.0
109,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000109.jpg,1,-100.0,-100.0,-100.0,-100.0
110,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000110.jpg,1,-100.0,-100.0,-100.0,-100.0
111,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000111.jpg,1,-100.0,-100.0,-100.0,-100.0
112,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000112.jpg,1,-100.0,-100.0,-100.0,-100.0
113,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000113.jpg,1,-100.0,-100.0,-100.0,-100.0
114,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000114.jpg,1,-100.0,-100.0,-100.0,-100.0
115,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000115.jpg,1,-100.0,-100.0,-100.0,-100.0
116,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000116.jpg,1,-100.0,-100.0,-100.0,-100.0
117,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000117.jpg,1,-100.0,-100.0,-100.0,-100.0
118,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000118.jpg,1,-100.0,-100.0,-100.0,-100.0
119,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000119.jpg,1,-100.0,-100.0,-100.0,-100.0
120,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000120.jpg,1,-100.0,-100.0,-100.0,-100.0
121,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000121.jpg,1,-100.0,-100.0,-100.0,-100.0
123,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000123.jpg,1,-100.0,-100.0,-100.0,-100.0
125,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000125.jpg,1,-100.0,-100.0,-100.0,-100.0
127,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000127.jpg,1,-100.0,-100.0,-100.0,-100.0
128,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000128.jpg,1,-100.0,-100.0,-100.0,-100.0
129,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000129.jpg,1,-100.0,-100.0,-100.0,-100.0
130,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000130.jpg,1,-100.0,-100.0,-100.0,-100.0
132,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000132.jpg,1,-100.0,-100.0,-100.0,-100.0
133,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000133.jpg,1,-100.0,-100.0,-100.0,-100.0
134,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000134.jpg,1,-100.0,-100.0,-100.0,-100.0
135,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000135.jpg,1,-100.0,-100.0,-100.0,-100.0
136,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000136.jpg,1,-100.0,-100.0,-100.0,-100.0
137,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000137.jpg,1,-100.0,-100.0,-100.0,-100.0
138,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000138.jpg,1,-100.0,-100.0,-100.0,-100.0
139,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000139.jpg,1,-100.0,-100.0,-100.0,-100.0
140,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000140.jpg,1,-100.0,-100.0,-100.0,-100.0
142,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000142.jpg,1,-100.0,-100.0,-100.0,-100.0
144,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000144.jpg,1,-100.0,-100.0,-100.0,-100.0
145,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000145.jpg,1,-100.0,-100.0,-100.0,-100.0
146,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000146.jpg,1,-100.0,-100.0,-100.0,-100.0
147,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000147.jpg,1,-100.0,-100.0,-100.0,-100.0
150,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000150.jpg,1,-100.0,-100.0,-100.0,-100.0
151,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000151.jpg,1,-100.0,-100.0,-100.0,-100.0
152,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000152.jpg,1,-100.0,-100.0,-100.0,-100.0
153,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000153.jpg,1,-100.0,-100.0,-100.0,-100.0
154,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000154.jpg,1,-100.0,-100.0,-100.0,-100.0
155,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000155.jpg,1,-100.0,-100.0,-100.0,-100.0
156,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000156.jpg,1,-100.0,-100.0,-100.0,-100.0
157,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000157.jpg,1,-100.0,-100.0,-100.0,-100.0
158,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000158.jpg,1,-100.0,-100.0,-100.0,-100.0
159,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000159.jpg,1,-100.0,-100.0,-100.0,-100.0
160,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000160.jpg,1,-100.0,-100.0,-100.0,-100.0
161,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000161.jpg,1,-100.0,-100.0,-100.0,-100.0
162,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000162.jpg,1,-100.0,-100.0,-100.0,-100.0
164,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000164.jpg,1,-100.0,-100.0,-100.0,-100.0
166,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000166.jpg,1,-100.0,-100.0,-100.0,-100.0
167,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000167.jpg,1,-100.0,-100.0,-100.0,-100.0
168,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000168.jpg,1,-100.0,-100.0,-100.0,-100.0
169,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000169.jpg,1,-100.0,-100.0,-100.0,-100.0
170,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000170.jpg,1,-100.0,-100.0,-100.0,-100.0
172,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000172.jpg,1,-100.0,-100.0,-100.0,-100.0
173,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000173.jpg,1,-100.0,-100.0,-100.0,-100.0
175,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000175.jpg,1,-100.0,-100.0,-100.0,-100.0
176,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000176.jpg,1,-100.0,-100.0,-100.0,-100.0
177,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000177.jpg,1,-100.0,-100.0,-100.0,-100.0
179,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000179.jpg,1,-100.0,-100.0,-100.0,-100.0
180,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000180.jpg,1,-100.0,-100.0,-100.0,-100.0
181,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000181.jpg,1,-100.0,-100.0,-100.0,-100.0
182,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000182.jpg,1,-100.0,-100.0,-100.0,-100.0
183,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000183.jpg,1,-100.0,-100.0,-100.0,-100.0
185,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000185.jpg,1,-100.0,-100.0,-100.0,-100.0
186,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000186.jpg,1,-100.0,-100.0,-100.0,-100.0
187,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000187.jpg,1,-100.0,-100.0,-100.0,-100.0
188,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000188.jpg,1,-100.0,-100.0,-100.0,-100.0
190,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000190.jpg,1,-100.0,-100.0,-100.0,-100.0
191,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000191.jpg,1,-100.0,-100.0,-100.0,-100.0
192,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000192.jpg,1,-100.0,-100.0,-100.0,-100.0
193,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000193.jpg,1,-100.0,-100.0,-100.0,-100.0
194,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000194.jpg,1,-100.0,-100.0,-100.0,-100.0
195,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000195.jpg,1,-100.0,-100.0,-100.0,-100.0
196,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000196.jpg,1,-100.0,-100.0,-100.0,-100.0
197,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000197.jpg,1,-100.0,-100.0,-100.0,-100.0
198,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000198.jpg,1,-100.0,-100.0,-100.0,-100.0
199,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000199.jpg,1,-100.0,-100.0,-100.0,-100.0
200,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000200.jpg,1,-100.0,-100.0,-100.0,-100.0
201,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000201.jpg,1,-100.0,-100.0,-100.0,-100.0
202,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000202.jpg,1,-100.0,-100.0,-100.0,-100.0
203,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000203.jpg,1,-100.0,-100.0,-100.0,-100.0
204,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000204.jpg,1,-100.0,-100.0,-100.0,-100.0
206,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000206.jpg,1,-100.0,-100.0,-100.0,-100.0
207,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000207.jpg,1,-100.0,-100.0,-100.0,-100.0
208,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000208.jpg,1,-100.0,-100.0,-100.0,-100.0
210,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000210.jpg,1,-100.0,-100.0,-100.0,-100.0
211,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000211.jpg,1,-100.0,-100.0,-100.0,-100.0
212,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000212.jpg,1,-100.0,-100.0,-100.0,-100.0
213,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000213.jpg,1,-100.0,-100.0,-100.0,-100.0
214,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000214.jpg,1,-100.0,-100.0,-100.0,-100.0
215,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000215.jpg,1,-100.0,-100.0,-100.0,-100.0
216,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000216.jpg,1,-100.0,-100.0,-100.0,-100.0
217,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000217.jpg,1,-100.0,-100.0,-100.0,-100.0
218,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000218.jpg,1,-100.0,-100.0,-100.0,-100.0
220,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000220.jpg,1,-100.0,-100.0,-100.0,-100.0
221,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000221.jpg,1,-100.0,-100.0,-100.0,-100.0
223,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000223.jpg,1,-100.0,-100.0,-100.0,-100.0
225,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000225.jpg,1,-100.0,-100.0,-100.0,-100.0
226,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000226.jpg,1,-100.0,-100.0,-100.0,-100.0
228,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000228.jpg,1,-100.0,-100.0,-100.0,-100.0
229,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000229.jpg,1,-100.0,-100.0,-100.0,-100.0
231,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000231.jpg,1,-100.0,-100.0,-100.0,-100.0
232,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000232.jpg,1,-100.0,-100.0,-100.0,-100.0
233,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000233.jpg,1,-100.0,-100.0,-100.0,-100.0
234,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000234.jpg,1,-100.0,-100.0,-100.0,-100.0
235,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000235.jpg,1,-100.0,-100.0,-100.0,-100.0
236,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000236.jpg,1,-100.0,-100.0,-100.0,-100.0
238,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000238.jpg,1,-100.0,-100.0,-100.0,-100.0
239,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000239.jpg,1,-100.0,-100.0,-100.0,-100.0
241,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000241.jpg,1,-100.0,-100.0,-100.0,-100.0
242,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000242.jpg,1,-100.0,-100.0,-100.0,-100.0
244,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000244.jpg,1,-100.0,-100.0,-100.0,-100.0
245,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000245.jpg,1,-100.0,-100.0,-100.0,-100.0
246,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000246.jpg,1,-100.0,-100.0,-100.0,-100.0
248,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000248.jpg,1,-100.0,-100.0,-100.0,-100.0
249,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000249.jpg,1,-100.0,-100.0,-100.0,-100.0
250,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000250.jpg,1,-100.0,-100.0,-100.0,-100.0
251,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000251.jpg,1,-100.0,-100.0,-100.0,-100.0
252,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000252.jpg,1,-100.0,-100.0,-100.0,-100.0
253,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000253.jpg,1,-100.0,-100.0,-100.0,-100.0
254,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000254.jpg,1,-100.0,-100.0,-100.0,-100.0
256,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000256.jpg,1,-100.0,-100.0,-100.0,-100.0
258,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000258.jpg,1,-100.0,-100.0,-100.0,-100.0
259,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000259.jpg,1,-100.0,-100.0,-100.0,-100.0
260,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000260.jpg,1,-100.0,-100.0,-100.0,-100.0
261,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000261.jpg,1,-100.0,-100.0,-100.0,-100.0
263,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000263.jpg,1,-100.0,-100.0,-100.0,-100.0
264,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000264.jpg,1,-100.0,-100.0,-100.0,-100.0
265,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000265.jpg,1,-100.0,-100.0,-100.0,-100.0
266,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000266.jpg,1,-100.0,-100.0,-100.0,-100.0
268,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000268.jpg,1,-100.0,-100.0,-100.0,-100.0
269,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000269.jpg,1,-100.0,-100.0,-100.0,-100.0
270,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000270.jpg,1,-100.0,-100.0,-100.0,-100.0
273,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000273.jpg,1,-100.0,-100.0,-100.0,-100.0
274,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000274.jpg,1,-100.0,-100.0,-100.0,-100.0
275,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000275.jpg,1,-100.0,-100.0,-100.0,-100.0
276,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000276.jpg,1,-100.0,-100.0,-100.0,-100.0
277,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000277.jpg,1,-100.0,-100.0,-100.0,-100.0
280,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000280.jpg,1,-100.0,-100.0,-100.0,-100.0
281,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000281.jpg,1,-100.0,-100.0,-100.0,-100.0
282,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000282.jpg,1,-100.0,-100.0,-100.0,-100.0
284,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000284.jpg,1,-100.0,-100.0,-100.0,-100.0
285,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000285.jpg,1,-100.0,-100.0,-100.0,-100.0
286,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000286.jpg,1,-100.0,-100.0,-100.0,-100.0
287,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000287.jpg,1,-100.0,-100.0,-100.0,-100.0
289,datasets_with_standard_labels/CelebA_HQ/train/images_336/00000289.jpg,1,-100.0,-100.0,-100.0,-100.0
