,Path,Gender,Age,Ethnicity,Facial Emotion,Identity
22,datasets_with_standard_labels/RAF-DB/train/images_336/00000022.jpg,0,-100.0,-100.0,5,-100.0
23,datasets_with_standard_labels/RAF-DB/train/images_336/00000023.jpg,1,-100.0,-100.0,4,-100.0
24,datasets_with_standard_labels/RAF-DB/train/images_336/00000024.jpg,1,-100.0,-100.0,4,-100.0
25,datasets_with_standard_labels/RAF-DB/train/images_336/00000025.jpg,0,-100.0,-100.0,1,-100.0
26,datasets_with_standard_labels/RAF-DB/train/images_336/00000026.jpg,1,-100.0,-100.0,4,-100.0
27,datasets_with_standard_labels/RAF-DB/train/images_336/00000027.jpg,1,-100.0,-100.0,3,-100.0
29,datasets_with_standard_labels/RAF-DB/train/images_336/00000029.jpg,1,-100.0,-100.0,2,-100.0
30,datasets_with_standard_labels/RAF-DB/train/images_336/00000030.jpg,1,-100.0,-100.0,0,-100.0
31,datasets_with_standard_labels/RAF-DB/train/images_336/00000031.jpg,0,-100.0,-100.0,4,-100.0
32,datasets_with_standard_labels/RAF-DB/train/images_336/00000032.jpg,0,-100.0,-100.0,0,-100.0
33,datasets_with_standard_labels/RAF-DB/train/images_336/00000033.jpg,1,-100.0,-100.0,3,-100.0
34,datasets_with_standard_labels/RAF-DB/train/images_336/00000034.jpg,1,-100.0,-100.0,3,-100.0
35,datasets_with_standard_labels/RAF-DB/train/images_336/00000035.jpg,1,-100.0,-100.0,3,-100.0
36,datasets_with_standard_labels/RAF-DB/train/images_336/00000036.jpg,0,-100.0,-100.0,4,-100.0
37,datasets_with_standard_labels/RAF-DB/train/images_336/00000037.jpg,1,-100.0,-100.0,4,-100.0
38,datasets_with_standard_labels/RAF-DB/train/images_336/00000038.jpg,0,-100.0,-100.0,4,-100.0
39,datasets_with_standard_labels/RAF-DB/train/images_336/00000039.jpg,0,-100.0,-100.0,4,-100.0
40,datasets_with_standard_labels/RAF-DB/train/images_336/00000040.jpg,1,-100.0,-100.0,4,-100.0
41,datasets_with_standard_labels/RAF-DB/train/images_336/00000041.jpg,0,-100.0,-100.0,0,-100.0
43,datasets_with_standard_labels/RAF-DB/train/images_336/00000043.jpg,0,-100.0,-100.0,3,-100.0
44,datasets_with_standard_labels/RAF-DB/train/images_336/00000044.jpg,1,-100.0,-100.0,3,-100.0
46,datasets_with_standard_labels/RAF-DB/train/images_336/00000046.jpg,1,-100.0,-100.0,3,-100.0
47,datasets_with_standard_labels/RAF-DB/train/images_336/00000047.jpg,0,-100.0,-100.0,5,-100.0
49,datasets_with_standard_labels/RAF-DB/train/images_336/00000049.jpg,1,-100.0,-100.0,3,-100.0
50,datasets_with_standard_labels/RAF-DB/train/images_336/00000050.jpg,1,-100.0,-100.0,3,-100.0
51,datasets_with_standard_labels/RAF-DB/train/images_336/00000051.jpg,1,-100.0,-100.0,0,-100.0
52,datasets_with_standard_labels/RAF-DB/train/images_336/00000052.jpg,0,-100.0,-100.0,3,-100.0
53,datasets_with_standard_labels/RAF-DB/train/images_336/00000053.jpg,1,-100.0,-100.0,3,-100.0
54,datasets_with_standard_labels/RAF-DB/train/images_336/00000054.jpg,1,-100.0,-100.0,3,-100.0
56,datasets_with_standard_labels/RAF-DB/train/images_336/00000056.jpg,1,-100.0,-100.0,3,-100.0
57,datasets_with_standard_labels/RAF-DB/train/images_336/00000057.jpg,1,-100.0,-100.0,3,-100.0
58,datasets_with_standard_labels/RAF-DB/train/images_336/00000058.jpg,1,-100.0,-100.0,3,-100.0
62,datasets_with_standard_labels/RAF-DB/train/images_336/00000062.jpg,1,-100.0,-100.0,5,-100.0
63,datasets_with_standard_labels/RAF-DB/train/images_336/00000063.jpg,1,-100.0,-100.0,3,-100.0
64,datasets_with_standard_labels/RAF-DB/train/images_336/00000064.jpg,0,-100.0,-100.0,3,-100.0
65,datasets_with_standard_labels/RAF-DB/train/images_336/00000065.jpg,1,-100.0,-100.0,0,-100.0
66,datasets_with_standard_labels/RAF-DB/train/images_336/00000066.jpg,0,-100.0,-100.0,0,-100.0
68,datasets_with_standard_labels/RAF-DB/train/images_336/00000068.jpg,1,-100.0,-100.0,2,-100.0
69,datasets_with_standard_labels/RAF-DB/train/images_336/00000069.jpg,0,-100.0,-100.0,3,-100.0
70,datasets_with_standard_labels/RAF-DB/train/images_336/00000070.jpg,1,-100.0,-100.0,3,-100.0
71,datasets_with_standard_labels/RAF-DB/train/images_336/00000071.jpg,1,-100.0,-100.0,3,-100.0
72,datasets_with_standard_labels/RAF-DB/train/images_336/00000072.jpg,1,-100.0,-100.0,3,-100.0
73,datasets_with_standard_labels/RAF-DB/train/images_336/00000073.jpg,1,-100.0,-100.0,3,-100.0
75,datasets_with_standard_labels/RAF-DB/train/images_336/00000075.jpg,1,-100.0,-100.0,3,-100.0
77,datasets_with_standard_labels/RAF-DB/train/images_336/00000077.jpg,0,-100.0,-100.0,2,-100.0
79,datasets_with_standard_labels/RAF-DB/train/images_336/00000079.jpg,0,-100.0,-100.0,3,-100.0
80,datasets_with_standard_labels/RAF-DB/train/images_336/00000080.jpg,0,-100.0,-100.0,3,-100.0
81,datasets_with_standard_labels/RAF-DB/train/images_336/00000081.jpg,0,-100.0,-100.0,3,-100.0
82,datasets_with_standard_labels/RAF-DB/train/images_336/00000082.jpg,0,-100.0,-100.0,3,-100.0
83,datasets_with_standard_labels/RAF-DB/train/images_336/00000083.jpg,1,-100.0,-100.0,3,-100.0
84,datasets_with_standard_labels/RAF-DB/train/images_336/00000084.jpg,1,-100.0,-100.0,3,-100.0
85,datasets_with_standard_labels/RAF-DB/train/images_336/00000085.jpg,1,-100.0,-100.0,3,-100.0
86,datasets_with_standard_labels/RAF-DB/train/images_336/00000086.jpg,1,-100.0,-100.0,0,-100.0
87,datasets_with_standard_labels/RAF-DB/train/images_336/00000087.jpg,0,-100.0,-100.0,3,-100.0
88,datasets_with_standard_labels/RAF-DB/train/images_336/00000088.jpg,1,-100.0,-100.0,3,-100.0
89,datasets_with_standard_labels/RAF-DB/train/images_336/00000089.jpg,0,-100.0,-100.0,3,-100.0
90,datasets_with_standard_labels/RAF-DB/train/images_336/00000090.jpg,0,-100.0,-100.0,5,-100.0
91,datasets_with_standard_labels/RAF-DB/train/images_336/00000091.jpg,0,-100.0,-100.0,3,-100.0
93,datasets_with_standard_labels/RAF-DB/train/images_336/00000093.jpg,0,-100.0,-100.0,3,-100.0
94,datasets_with_standard_labels/RAF-DB/train/images_336/00000094.jpg,1,-100.0,-100.0,3,-100.0
95,datasets_with_standard_labels/RAF-DB/train/images_336/00000095.jpg,0,-100.0,-100.0,4,-100.0
96,datasets_with_standard_labels/RAF-DB/train/images_336/00000096.jpg,0,-100.0,-100.0,4,-100.0
97,datasets_with_standard_labels/RAF-DB/train/images_336/00000097.jpg,0,-100.0,-100.0,2,-100.0
98,datasets_with_standard_labels/RAF-DB/train/images_336/00000098.jpg,1,-100.0,-100.0,0,-100.0
99,datasets_with_standard_labels/RAF-DB/train/images_336/00000099.jpg,0,-100.0,-100.0,5,-100.0
101,datasets_with_standard_labels/RAF-DB/train/images_336/00000101.jpg,0,-100.0,-100.0,3,-100.0
102,datasets_with_standard_labels/RAF-DB/train/images_336/00000102.jpg,1,-100.0,-100.0,4,-100.0
103,datasets_with_standard_labels/RAF-DB/train/images_336/00000103.jpg,0,-100.0,-100.0,0,-100.0
105,datasets_with_standard_labels/RAF-DB/train/images_336/00000105.jpg,0,-100.0,-100.0,0,-100.0
107,datasets_with_standard_labels/RAF-DB/train/images_336/00000107.jpg,0,-100.0,-100.0,4,-100.0
108,datasets_with_standard_labels/RAF-DB/train/images_336/00000108.jpg,0,-100.0,-100.0,3,-100.0
110,datasets_with_standard_labels/RAF-DB/train/images_336/00000110.jpg,0,-100.0,-100.0,5,-100.0
111,datasets_with_standard_labels/RAF-DB/train/images_336/00000111.jpg,1,-100.0,-100.0,4,-100.0
112,datasets_with_standard_labels/RAF-DB/train/images_336/00000112.jpg,0,-100.0,-100.0,2,-100.0
113,datasets_with_standard_labels/RAF-DB/train/images_336/00000113.jpg,1,-100.0,-100.0,3,-100.0
114,datasets_with_standard_labels/RAF-DB/train/images_336/00000114.jpg,0,-100.0,-100.0,3,-100.0
115,datasets_with_standard_labels/RAF-DB/train/images_336/00000115.jpg,0,-100.0,-100.0,3,-100.0
118,datasets_with_standard_labels/RAF-DB/train/images_336/00000118.jpg,1,-100.0,-100.0,0,-100.0
119,datasets_with_standard_labels/RAF-DB/train/images_336/00000119.jpg,1,-100.0,-100.0,3,-100.0
120,datasets_with_standard_labels/RAF-DB/train/images_336/00000120.jpg,1,-100.0,-100.0,3,-100.0
121,datasets_with_standard_labels/RAF-DB/train/images_336/00000121.jpg,1,-100.0,-100.0,0,-100.0
122,datasets_with_standard_labels/RAF-DB/train/images_336/00000122.jpg,1,-100.0,-100.0,4,-100.0
123,datasets_with_standard_labels/RAF-DB/train/images_336/00000123.jpg,1,-100.0,-100.0,3,-100.0
124,datasets_with_standard_labels/RAF-DB/train/images_336/00000124.jpg,0,-100.0,-100.0,3,-100.0
126,datasets_with_standard_labels/RAF-DB/train/images_336/00000126.jpg,1,-100.0,-100.0,3,-100.0
127,datasets_with_standard_labels/RAF-DB/train/images_336/00000127.jpg,0,-100.0,-100.0,0,-100.0
128,datasets_with_standard_labels/RAF-DB/train/images_336/00000128.jpg,0,-100.0,-100.0,0,-100.0
129,datasets_with_standard_labels/RAF-DB/train/images_336/00000129.jpg,0,-100.0,-100.0,3,-100.0
131,datasets_with_standard_labels/RAF-DB/train/images_336/00000131.jpg,1,-100.0,-100.0,5,-100.0
132,datasets_with_standard_labels/RAF-DB/train/images_336/00000132.jpg,0,-100.0,-100.0,3,-100.0
133,datasets_with_standard_labels/RAF-DB/train/images_336/00000133.jpg,0,-100.0,-100.0,5,-100.0
134,datasets_with_standard_labels/RAF-DB/train/images_336/00000134.jpg,1,-100.0,-100.0,4,-100.0
135,datasets_with_standard_labels/RAF-DB/train/images_336/00000135.jpg,0,-100.0,-100.0,5,-100.0
136,datasets_with_standard_labels/RAF-DB/train/images_336/00000136.jpg,0,-100.0,-100.0,3,-100.0
137,datasets_with_standard_labels/RAF-DB/train/images_336/00000137.jpg,0,-100.0,-100.0,0,-100.0
138,datasets_with_standard_labels/RAF-DB/train/images_336/00000138.jpg,1,-100.0,-100.0,3,-100.0
139,datasets_with_standard_labels/RAF-DB/train/images_336/00000139.jpg,0,-100.0,-100.0,3,-100.0
140,datasets_with_standard_labels/RAF-DB/train/images_336/00000140.jpg,1,-100.0,-100.0,5,-100.0
141,datasets_with_standard_labels/RAF-DB/train/images_336/00000141.jpg,1,-100.0,-100.0,0,-100.0
142,datasets_with_standard_labels/RAF-DB/train/images_336/00000142.jpg,1,-100.0,-100.0,3,-100.0
143,datasets_with_standard_labels/RAF-DB/train/images_336/00000143.jpg,1,-100.0,-100.0,3,-100.0
144,datasets_with_standard_labels/RAF-DB/train/images_336/00000144.jpg,1,-100.0,-100.0,0,-100.0
145,datasets_with_standard_labels/RAF-DB/train/images_336/00000145.jpg,1,-100.0,-100.0,4,-100.0
146,datasets_with_standard_labels/RAF-DB/train/images_336/00000146.jpg,0,-100.0,-100.0,0,-100.0
147,datasets_with_standard_labels/RAF-DB/train/images_336/00000147.jpg,1,-100.0,-100.0,5,-100.0
148,datasets_with_standard_labels/RAF-DB/train/images_336/00000148.jpg,1,-100.0,-100.0,4,-100.0
149,datasets_with_standard_labels/RAF-DB/train/images_336/00000149.jpg,1,-100.0,-100.0,3,-100.0
150,datasets_with_standard_labels/RAF-DB/train/images_336/00000150.jpg,1,-100.0,-100.0,4,-100.0
151,datasets_with_standard_labels/RAF-DB/train/images_336/00000151.jpg,1,-100.0,-100.0,3,-100.0
152,datasets_with_standard_labels/RAF-DB/train/images_336/00000152.jpg,1,-100.0,-100.0,3,-100.0
154,datasets_with_standard_labels/RAF-DB/train/images_336/00000154.jpg,1,-100.0,-100.0,5,-100.0
156,datasets_with_standard_labels/RAF-DB/train/images_336/00000156.jpg,0,-100.0,-100.0,3,-100.0
157,datasets_with_standard_labels/RAF-DB/train/images_336/00000157.jpg,1,-100.0,-100.0,3,-100.0
158,datasets_with_standard_labels/RAF-DB/train/images_336/00000158.jpg,0,-100.0,-100.0,3,-100.0
159,datasets_with_standard_labels/RAF-DB/train/images_336/00000159.jpg,1,-100.0,-100.0,0,-100.0
161,datasets_with_standard_labels/RAF-DB/train/images_336/00000161.jpg,0,-100.0,-100.0,3,-100.0
164,datasets_with_standard_labels/RAF-DB/train/images_336/00000164.jpg,1,-100.0,-100.0,3,-100.0
165,datasets_with_standard_labels/RAF-DB/train/images_336/00000165.jpg,0,-100.0,-100.0,3,-100.0
166,datasets_with_standard_labels/RAF-DB/train/images_336/00000166.jpg,0,-100.0,-100.0,3,-100.0
168,datasets_with_standard_labels/RAF-DB/train/images_336/00000168.jpg,0,-100.0,-100.0,3,-100.0
170,datasets_with_standard_labels/RAF-DB/train/images_336/00000170.jpg,1,-100.0,-100.0,0,-100.0
171,datasets_with_standard_labels/RAF-DB/train/images_336/00000171.jpg,1,-100.0,-100.0,3,-100.0
172,datasets_with_standard_labels/RAF-DB/train/images_336/00000172.jpg,1,-100.0,-100.0,3,-100.0
173,datasets_with_standard_labels/RAF-DB/train/images_336/00000173.jpg,0,-100.0,-100.0,3,-100.0
174,datasets_with_standard_labels/RAF-DB/train/images_336/00000174.jpg,0,-100.0,-100.0,2,-100.0
175,datasets_with_standard_labels/RAF-DB/train/images_336/00000175.jpg,0,-100.0,-100.0,3,-100.0
178,datasets_with_standard_labels/RAF-DB/train/images_336/00000178.jpg,0,-100.0,-100.0,3,-100.0
179,datasets_with_standard_labels/RAF-DB/train/images_336/00000179.jpg,0,-100.0,-100.0,3,-100.0
180,datasets_with_standard_labels/RAF-DB/train/images_336/00000180.jpg,1,-100.0,-100.0,3,-100.0
181,datasets_with_standard_labels/RAF-DB/train/images_336/00000181.jpg,0,-100.0,-100.0,3,-100.0
183,datasets_with_standard_labels/RAF-DB/train/images_336/00000183.jpg,1,-100.0,-100.0,3,-100.0
184,datasets_with_standard_labels/RAF-DB/train/images_336/00000184.jpg,1,-100.0,-100.0,3,-100.0
185,datasets_with_standard_labels/RAF-DB/train/images_336/00000185.jpg,1,-100.0,-100.0,3,-100.0
186,datasets_with_standard_labels/RAF-DB/train/images_336/00000186.jpg,1,-100.0,-100.0,3,-100.0
187,datasets_with_standard_labels/RAF-DB/train/images_336/00000187.jpg,1,-100.0,-100.0,4,-100.0
188,datasets_with_standard_labels/RAF-DB/train/images_336/00000188.jpg,1,-100.0,-100.0,0,-100.0
189,datasets_with_standard_labels/RAF-DB/train/images_336/00000189.jpg,0,-100.0,-100.0,3,-100.0
191,datasets_with_standard_labels/RAF-DB/train/images_336/00000191.jpg,1,-100.0,-100.0,3,-100.0
194,datasets_with_standard_labels/RAF-DB/train/images_336/00000194.jpg,0,-100.0,-100.0,5,-100.0
195,datasets_with_standard_labels/RAF-DB/train/images_336/00000195.jpg,0,-100.0,-100.0,2,-100.0
196,datasets_with_standard_labels/RAF-DB/train/images_336/00000196.jpg,0,-100.0,-100.0,5,-100.0
197,datasets_with_standard_labels/RAF-DB/train/images_336/00000197.jpg,1,-100.0,-100.0,3,-100.0
199,datasets_with_standard_labels/RAF-DB/train/images_336/00000199.jpg,1,-100.0,-100.0,3,-100.0
200,datasets_with_standard_labels/RAF-DB/train/images_336/00000200.jpg,1,-100.0,-100.0,3,-100.0
201,datasets_with_standard_labels/RAF-DB/train/images_336/00000201.jpg,0,-100.0,-100.0,0,-100.0
202,datasets_with_standard_labels/RAF-DB/train/images_336/00000202.jpg,1,-100.0,-100.0,4,-100.0
203,datasets_with_standard_labels/RAF-DB/train/images_336/00000203.jpg,1,-100.0,-100.0,3,-100.0
205,datasets_with_standard_labels/RAF-DB/train/images_336/00000205.jpg,1,-100.0,-100.0,2,-100.0
206,datasets_with_standard_labels/RAF-DB/train/images_336/00000206.jpg,1,-100.0,-100.0,2,-100.0
208,datasets_with_standard_labels/RAF-DB/train/images_336/00000208.jpg,1,-100.0,-100.0,3,-100.0
209,datasets_with_standard_labels/RAF-DB/train/images_336/00000209.jpg,0,-100.0,-100.0,4,-100.0
210,datasets_with_standard_labels/RAF-DB/train/images_336/00000210.jpg,1,-100.0,-100.0,4,-100.0
212,datasets_with_standard_labels/RAF-DB/train/images_336/00000212.jpg,1,-100.0,-100.0,3,-100.0
213,datasets_with_standard_labels/RAF-DB/train/images_336/00000213.jpg,1,-100.0,-100.0,3,-100.0
215,datasets_with_standard_labels/RAF-DB/train/images_336/00000215.jpg,0,-100.0,-100.0,3,-100.0
216,datasets_with_standard_labels/RAF-DB/train/images_336/00000216.jpg,0,-100.0,-100.0,3,-100.0
217,datasets_with_standard_labels/RAF-DB/train/images_336/00000217.jpg,0,-100.0,-100.0,3,-100.0
219,datasets_with_standard_labels/RAF-DB/train/images_336/00000219.jpg,1,-100.0,-100.0,3,-100.0
221,datasets_with_standard_labels/RAF-DB/train/images_336/00000221.jpg,1,-100.0,-100.0,3,-100.0
222,datasets_with_standard_labels/RAF-DB/train/images_336/00000222.jpg,1,-100.0,-100.0,3,-100.0
223,datasets_with_standard_labels/RAF-DB/train/images_336/00000223.jpg,1,-100.0,-100.0,4,-100.0
224,datasets_with_standard_labels/RAF-DB/train/images_336/00000224.jpg,0,-100.0,-100.0,5,-100.0
225,datasets_with_standard_labels/RAF-DB/train/images_336/00000225.jpg,1,-100.0,-100.0,4,-100.0
226,datasets_with_standard_labels/RAF-DB/train/images_336/00000226.jpg,0,-100.0,-100.0,0,-100.0
227,datasets_with_standard_labels/RAF-DB/train/images_336/00000227.jpg,1,-100.0,-100.0,3,-100.0
229,datasets_with_standard_labels/RAF-DB/train/images_336/00000229.jpg,0,-100.0,-100.0,4,-100.0
230,datasets_with_standard_labels/RAF-DB/train/images_336/00000230.jpg,1,-100.0,-100.0,0,-100.0
231,datasets_with_standard_labels/RAF-DB/train/images_336/00000231.jpg,1,-100.0,-100.0,3,-100.0
232,datasets_with_standard_labels/RAF-DB/train/images_336/00000232.jpg,1,-100.0,-100.0,3,-100.0
233,datasets_with_standard_labels/RAF-DB/train/images_336/00000233.jpg,0,-100.0,-100.0,3,-100.0
234,datasets_with_standard_labels/RAF-DB/train/images_336/00000234.jpg,1,-100.0,-100.0,0,-100.0
235,datasets_with_standard_labels/RAF-DB/train/images_336/00000235.jpg,0,-100.0,-100.0,4,-100.0
236,datasets_with_standard_labels/RAF-DB/train/images_336/00000236.jpg,0,-100.0,-100.0,4,-100.0
237,datasets_with_standard_labels/RAF-DB/train/images_336/00000237.jpg,1,-100.0,-100.0,3,-100.0
238,datasets_with_standard_labels/RAF-DB/train/images_336/00000238.jpg,0,-100.0,-100.0,4,-100.0
240,datasets_with_standard_labels/RAF-DB/train/images_336/00000240.jpg,1,-100.0,-100.0,4,-100.0
241,datasets_with_standard_labels/RAF-DB/train/images_336/00000241.jpg,0,-100.0,-100.0,3,-100.0
242,datasets_with_standard_labels/RAF-DB/train/images_336/00000242.jpg,1,-100.0,-100.0,3,-100.0
244,datasets_with_standard_labels/RAF-DB/train/images_336/00000244.jpg,1,-100.0,-100.0,3,-100.0
245,datasets_with_standard_labels/RAF-DB/train/images_336/00000245.jpg,1,-100.0,-100.0,3,-100.0
246,datasets_with_standard_labels/RAF-DB/train/images_336/00000246.jpg,1,-100.0,-100.0,0,-100.0
247,datasets_with_standard_labels/RAF-DB/train/images_336/00000247.jpg,1,-100.0,-100.0,3,-100.0
248,datasets_with_standard_labels/RAF-DB/train/images_336/00000248.jpg,0,-100.0,-100.0,0,-100.0
250,datasets_with_standard_labels/RAF-DB/train/images_336/00000250.jpg,0,-100.0,-100.0,4,-100.0
251,datasets_with_standard_labels/RAF-DB/train/images_336/00000251.jpg,1,-100.0,-100.0,3,-100.0
252,datasets_with_standard_labels/RAF-DB/train/images_336/00000252.jpg,1,-100.0,-100.0,3,-100.0
253,datasets_with_standard_labels/RAF-DB/train/images_336/00000253.jpg,1,-100.0,-100.0,3,-100.0
254,datasets_with_standard_labels/RAF-DB/train/images_336/00000254.jpg,1,-100.0,-100.0,3,-100.0
255,datasets_with_standard_labels/RAF-DB/train/images_336/00000255.jpg,1,-100.0,-100.0,3,-100.0
256,datasets_with_standard_labels/RAF-DB/train/images_336/00000256.jpg,0,-100.0,-100.0,4,-100.0
257,datasets_with_standard_labels/RAF-DB/train/images_336/00000257.jpg,0,-100.0,-100.0,0,-100.0
258,datasets_with_standard_labels/RAF-DB/train/images_336/00000258.jpg,1,-100.0,-100.0,4,-100.0
262,datasets_with_standard_labels/RAF-DB/train/images_336/00000262.jpg,1,-100.0,-100.0,3,-100.0
263,datasets_with_standard_labels/RAF-DB/train/images_336/00000263.jpg,0,-100.0,-100.0,4,-100.0
265,datasets_with_standard_labels/RAF-DB/train/images_336/00000265.jpg,0,-100.0,-100.0,3,-100.0
267,datasets_with_standard_labels/RAF-DB/train/images_336/00000267.jpg,1,-100.0,-100.0,3,-100.0
272,datasets_with_standard_labels/RAF-DB/train/images_336/00000272.jpg,1,-100.0,-100.0,4,-100.0
273,datasets_with_standard_labels/RAF-DB/train/images_336/00000273.jpg,1,-100.0,-100.0,4,-100.0
274,datasets_with_standard_labels/RAF-DB/train/images_336/00000274.jpg,1,-100.0,-100.0,4,-100.0
275,datasets_with_standard_labels/RAF-DB/train/images_336/00000275.jpg,1,-100.0,-100.0,4,-100.0
276,datasets_with_standard_labels/RAF-DB/train/images_336/00000276.jpg,1,-100.0,-100.0,3,-100.0
277,datasets_with_standard_labels/RAF-DB/train/images_336/00000277.jpg,1,-100.0,-100.0,4,-100.0
278,datasets_with_standard_labels/RAF-DB/train/images_336/00000278.jpg,0,-100.0,-100.0,3,-100.0
279,datasets_with_standard_labels/RAF-DB/train/images_336/00000279.jpg,0,-100.0,-100.0,2,-100.0
280,datasets_with_standard_labels/RAF-DB/train/images_336/00000280.jpg,0,-100.0,-100.0,5,-100.0
282,datasets_with_standard_labels/RAF-DB/train/images_336/00000282.jpg,0,-100.0,-100.0,0,-100.0
283,datasets_with_standard_labels/RAF-DB/train/images_336/00000283.jpg,1,-100.0,-100.0,3,-100.0
284,datasets_with_standard_labels/RAF-DB/train/images_336/00000284.jpg,1,-100.0,-100.0,4,-100.0
285,datasets_with_standard_labels/RAF-DB/train/images_336/00000285.jpg,1,-100.0,-100.0,3,-100.0
286,datasets_with_standard_labels/RAF-DB/train/images_336/00000286.jpg,0,-100.0,-100.0,3,-100.0
287,datasets_with_standard_labels/RAF-DB/train/images_336/00000287.jpg,1,-100.0,-100.0,3,-100.0
289,datasets_with_standard_labels/RAF-DB/train/images_336/00000289.jpg,0,-100.0,-100.0,0,-100.0
290,datasets_with_standard_labels/RAF-DB/train/images_336/00000290.jpg,0,-100.0,-100.0,4,-100.0
291,datasets_with_standard_labels/RAF-DB/train/images_336/00000291.jpg,1,-100.0,-100.0,4,-100.0
292,datasets_with_standard_labels/RAF-DB/train/images_336/00000292.jpg,1,-100.0,-100.0,3,-100.0
293,datasets_with_standard_labels/RAF-DB/train/images_336/00000293.jpg,0,-100.0,-100.0,3,-100.0
294,datasets_with_standard_labels/RAF-DB/train/images_336/00000294.jpg,1,-100.0,-100.0,3,-100.0
295,datasets_with_standard_labels/RAF-DB/train/images_336/00000295.jpg,0,-100.0,-100.0,3,-100.0
296,datasets_with_standard_labels/RAF-DB/train/images_336/00000296.jpg,1,-100.0,-100.0,3,-100.0
297,datasets_with_standard_labels/RAF-DB/train/images_336/00000297.jpg,0,-100.0,-100.0,3,-100.0
298,datasets_with_standard_labels/RAF-DB/train/images_336/00000298.jpg,0,-100.0,-100.0,3,-100.0
299,datasets_with_standard_labels/RAF-DB/train/images_336/00000299.jpg,0,-100.0,-100.0,3,-100.0
300,datasets_with_standard_labels/RAF-DB/train/images_336/00000300.jpg,1,-100.0,-100.0,3,-100.0
301,datasets_with_standard_labels/RAF-DB/train/images_336/00000301.jpg,1,-100.0,-100.0,3,-100.0
303,datasets_with_standard_labels/RAF-DB/train/images_336/00000303.jpg,1,-100.0,-100.0,4,-100.0
304,datasets_with_standard_labels/RAF-DB/train/images_336/00000304.jpg,1,-100.0,-100.0,3,-100.0
305,datasets_with_standard_labels/RAF-DB/train/images_336/00000305.jpg,1,-100.0,-100.0,5,-100.0
306,datasets_with_standard_labels/RAF-DB/train/images_336/00000306.jpg,1,-100.0,-100.0,4,-100.0
308,datasets_with_standard_labels/RAF-DB/train/images_336/00000308.jpg,1,-100.0,-100.0,0,-100.0
309,datasets_with_standard_labels/RAF-DB/train/images_336/00000309.jpg,0,-100.0,-100.0,4,-100.0
311,datasets_with_standard_labels/RAF-DB/train/images_336/00000311.jpg,0,-100.0,-100.0,3,-100.0
312,datasets_with_standard_labels/RAF-DB/train/images_336/00000312.jpg,0,-100.0,-100.0,0,-100.0
313,datasets_with_standard_labels/RAF-DB/train/images_336/00000313.jpg,1,-100.0,-100.0,3,-100.0
315,datasets_with_standard_labels/RAF-DB/train/images_336/00000315.jpg,1,-100.0,-100.0,3,-100.0
316,datasets_with_standard_labels/RAF-DB/train/images_336/00000316.jpg,1,-100.0,-100.0,3,-100.0
317,datasets_with_standard_labels/RAF-DB/train/images_336/00000317.jpg,1,-100.0,-100.0,3,-100.0
318,datasets_with_standard_labels/RAF-DB/train/images_336/00000318.jpg,0,-100.0,-100.0,3,-100.0
319,datasets_with_standard_labels/RAF-DB/train/images_336/00000319.jpg,1,-100.0,-100.0,3,-100.0
320,datasets_with_standard_labels/RAF-DB/train/images_336/00000320.jpg,1,-100.0,-100.0,4,-100.0
